,ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
6979,230900993,2023/03/13 10:15:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.048532949999995,-76.15107612442631,1,25
6980,230900995,2023/03/13 10:18:00+00,200 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.049428,-76.15086,1,25
6981,231501779,2023/03/13 10:18:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.054776,-76.148399,1,25
6982,408875D,2023/03/11 11:17:00+00,200 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Saturday,11,43.048555,-76.15158,1,60
6983,408876D,2023/03/06 11:22:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,11,43.048555,-76.15158,1,25
6984,230100924,2023/03/13 10:24:00+00,400 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,10,43.046903,-76.150912,1,25
6985,230100925,2023/03/13 10:24:00+00,400 WARREN ST S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,Monday,10,43.046903,-76.150912,1,25
6986,231501780,2023/03/13 10:26:00+00,400 LAUREL ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.057369,-76.148783,1,25
6987,230100926,2023/03/13 10:27:00+00,400 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.046903,-76.150912,1,25
6988,410946D,2023/02/26 22:00:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.041035,-76.1324993,1,60
6989,384821D,2023/03/06 10:51:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Monday,10,43.048555,-76.15158,1,25
6990,384820D,2023/03/06 10:48:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Monday,10,43.048555,-76.15158,1,25
6991,384822D,2023/03/06 10:52:00+00,200 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Second Notice,Monday,10,43.048555,-76.15158,1,60
6992,230900997,2023/03/13 10:33:00+00,100 WASHINGTON ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.0493828,-76.1518326,1,25
6993,230900998,2023/03/13 10:34:00+00,100 WASHINGTON ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,Monday,10,43.0493828,-76.1518326,1,100
6994,23501591,2023/03/13 10:34:00+00,200 EUCLID AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,10,43.0361204,-76.1293797,1,25
6995,23501590,2023/03/13 10:34:00+00,200 EUCLID AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,10,43.0361204,-76.1293797,1,60
6996,230901000,2023/03/13 10:36:00+00,100 BANK ALLEY,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,Monday,10,43.049448,-76.151561,1,25
6997,230900999,2023/03/13 10:34:00+00,100 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.0493828,-76.1518326,1,25
6998,230901001,2023/03/13 10:37:00+00,100 BANK ALLEY,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.049448,-76.151561,1,25
6999,23501593,2023/03/13 10:49:00+00,700 COMSTOCK AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.039224,-76.130184,1,25
7000,23501594,2023/03/13 10:51:00+00,700 COMSTOCK AVE,PRKD 12 IN FROM CURB/ALL CO15-301,Second Notice,Monday,10,43.039224,-76.130184,1,25
7001,23501595,2023/03/13 11:17:00+00,800 LANCASTER AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,Monday,11,43.036473,-76.123268,1,60
7002,231301250,2023/03/13 11:18:00+00,100 FORDHAM RD,NO STNDNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,Monday,11,43.071434,-76.123253,1,25
7003,409884D,2023/03/07 09:45:00+00,300 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Tuesday,9,43.0497,-76.15569,1,25
7004,231301251,2023/03/13 11:20:00+00,100 FORDHAM RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,11,43.071434,-76.123253,1,60
7005,23501596,2023/03/13 11:19:00+00,800 LANCASTER AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,11,43.036473,-76.123268,1,25
7006,409885D,2023/03/07 09:50:00+00,300 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Tuesday,9,43.0497,-76.15569,1,25
7007,410947D,2023/02/26 22:13:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.041035,-76.1324993,1,60
7008,23501598,2023/03/13 11:24:00+00,800 ACKERMAN AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Monday,11,43.036408,-76.124493,1,60
7009,23501599,2023/03/13 11:24:00+00,800 ACKERMAN AVE,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Monday,11,43.036408,-76.124493,1,60
7010,410948D,2023/02/26 22:03:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.041035,-76.1324993,1,60
7011,410949D,2023/02/26 22:08:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.041035,-76.1324993,1,60
7012,230901002,2023/03/13 11:27:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,11,43.046945,-76.150633,1,25
7013,410950D,2023/02/26 22:11:00+00,800 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,22,43.0421053,-76.1324459,1,60
7014,230901003,2023/03/13 11:30:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,11,43.0482461,-76.1495403,1,25
7015,230100927,2023/03/13 11:31:00+00,400 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,11,43.046942,-76.149107,1,25
7016,410953D,2023/02/26 22:20:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,22,43.04403,-76.132275,1,60
7017,410952D,2023/02/26 22:17:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,22,43.04403,-76.132275,1,60
7018,410951D,2023/02/26 22:12:00+00,800 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.0421053,-76.1324459,1,60
7019,410954D,2023/02/26 22:20:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Sunday,22,43.04403,-76.132275,1,60
7020,410955D,2023/02/26 22:21:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.04403,-76.132275,1,60
7021,410956D,2023/02/26 22:25:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,22,43.04403,-76.132275,1,60
7022,23501603,2023/03/13 13:10:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Second Notice,Monday,13,43.049686,-76.153724,1,25
7023,23501604,2023/03/13 13:10:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,13,43.049686,-76.153724,1,25
7024,23501607,2023/03/13 13:16:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,13,43.049686,-76.153724,1,25
7025,23501605,2023/03/13 13:12:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Issued,Monday,13,43.049686,-76.153724,1,25
7026,23501606,2023/03/13 13:15:00+00,200 WASHINGTON ST W,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,Monday,13,43.049686,-76.153724,1,25
7027,408455D,2023/02/13 13:07:00+00,600 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Monday,13,43.0415743,-76.1723785,1,25
7028,23501608,2023/03/13 13:22:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,13,43.0515633,-76.1536655,1,25
7029,23501609,2023/03/13 13:22:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,13,43.0515633,-76.1536655,1,25
7030,230901005,2023/03/13 13:36:00+00,100 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,13,43.04510965,-76.15038587478017,1,25
7031,230100930,2023/03/13 13:36:00+00,100 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Monday,13,43.04510965,-76.15038587478017,1,25
7032,230901006,2023/03/13 13:47:00+00,600 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,13,43.0415743,-76.1723785,1,25
7033,230100931,2023/03/13 13:47:00+00,600 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Second Notice,Monday,13,43.0415743,-76.1723785,1,25
7034,415113D,2023/03/12 19:48:00+00,400 MARSHALL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,19,43.04113085,-76.12978748333698,1,60
7035,408457D,2023/02/13 13:20:00+00,400 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Monday,13,43.046942,-76.149107,1,25
7036,230901009,2023/03/13 13:59:00+00,300 ONONDAGA ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,Monday,13,43.047056,-76.148524,1,100
7037,230901010,2023/03/13 14:06:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,14,43.0482461,-76.1495403,1,25
7038,230100934,2023/03/13 14:06:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,14,43.0482461,-76.1495403,1,25
7039,230100933,2023/03/13 14:00:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,14,43.047056,-76.148524,1,25
7040,230100935,2023/03/13 14:13:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,14,43.046945,-76.150633,1,25
7041,230901012,2023/03/13 14:18:00+00,400 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Monday,14,43.046903,-76.150912,1,25
7042,230100936,2023/03/13 14:20:00+00,400 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,14,43.046903,-76.150912,1,25
7043,230901011,2023/03/13 14:15:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,14,43.046945,-76.150633,1,25
7044,410957D,2023/02/26 22:26:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.04403,-76.132275,1,60
7045,343320D,2023/03/05 14:34:00+00,200 JEFFERSON ST E,NO STOPPING ANY TIME CO15-316 (A)14,Adjudication Pending ,Sunday,14,43.046945,-76.150633,1,25
7046,410958D,2023/02/26 22:27:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.04403,-76.132275,1,60
7047,410959D,2023/03/13 22:27:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,22,43.04403,-76.132275,1,60
7048,410960D,2023/02/26 22:34:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,22,43.045179,-76.132259,1,60
7049,382808D,2023/03/05 08:26:00+00,800 MARYLAND AVE,LEFT WHEELS TO CURB/ALL CO15-301,Second Notice,Sunday,8,43.03650915,-76.12054507283808,1,25
7050,382809D,2023/03/05 20:26:00+00,800 MARYLAND AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Sunday,20,43.03650915,-76.12054507283808,1,60
7051,394415D,2023/03/06 15:06:00+00,300 WHITTIER AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Monday,15,43.0452498,-76.1824396,1,60
7052,408764D,2023/02/26 00:06:00+00,900 ACKERMAN AVE,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Sunday,0,43.0340951,-76.1243649,1,25
7053,408765D,2023/02/26 00:15:00+00,100 REDFIELD PL,PRKD BLOCKING CRSSWLK/ALL CO15-316 (A)5,Second Notice,Sunday,0,43.037424,-76.123079,1,60
7054,4087666D,2023/02/26 00:15:00+00,100 REDFIELD PL,PRKD BLOCKING CRSSWLK/ALL CO15-316 (A)5,Void Pending,Sunday,0,43.037424,-76.123079,1,60
7055,408767D,2023/02/26 00:24:00+00,800 MARYLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Sunday,0,43.03650915,-76.12054507283808,1,60
7056,408768D,2023/02/26 00:27:00+00,700 MARYLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,0,43.038331,-76.1207114,1,60
7057,48769D,2023/02/26 00:27:00+00,700 MARYLAND AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Void Pending,Sunday,0,43.038331,-76.1207114,1,60
7058,394836D,2023/03/06 06:30:00+00,400 BOYDEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,6,43.0610818,-76.1219148,1,60
7059,387334D,2023/03/05 05:17:00+00,300 OTISCO ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,5,43.0460851,-76.1616672,1,60
7060,394837D,2023/03/06 06:30:00+00,400 BOYDEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,6,43.0610818,-76.1219148,1,60
7061,387335D,2023/03/05 05:20:00+00,300 OTISCO ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,5,43.0460851,-76.1616672,1,60
7062,387337D,2023/03/05 05:21:00+00,300 OTISCO ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,5,43.0460851,-76.1616672,1,60
7063,387445D,2023/03/05 05:23:00+00,300 OTISCO ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Second Notice,Sunday,5,43.0460851,-76.1616672,1,60
7064,387446D,2023/03/15 05:21:00+00,300 OTISCO ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Wednesday,5,43.0460851,-76.1616672,1,25
7065,410700D,2023/03/06 10:41:00+00,500 CLINTON ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,10,43.0467126,-76.1541733,1,25
7066,410703D,2023/03/06 10:55:00+00,300 FRANKLIN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,10,43.048579,-76.155638,1,25
7067,410705D,2023/03/06 11:00:00+00,300 CLINTON ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,11,43.048568,-76.153679,1,25
7068,410704D,2023/03/06 11:00:00+00,200 FAYETTE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,11,43.048774,-76.153734,1,25
7069,415999D,2023/03/07 15:05:00+00,200 TENNYSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Tuesday,15,43.047339,-76.181346,1,60
7070,410707D,2023/03/06 11:14:00+00,300 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Second Notice,Monday,11,43.0497,-76.15569,1,25
7071,410708D,2023/03/06 11:15:00+00,300 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,11,43.0497,-76.15569,1,25
7072,410711D,2023/03/06 11:35:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,11,43.0515633,-76.1536655,1,25
7073,410804D,2023/03/07 15:51:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,15,43.051303,-76.191303,1,60
7074,410714D,2023/03/06 11:48:00+00,300 SALINA ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,11,43.048561,-76.152329,1,25
7075,410715D,2023/03/06 11:50:00+00,300 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Monday,11,43.048561,-76.152329,1,25
7076,410716D,2023/03/06 11:57:00+00,300 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,11,43.048561,-76.152329,1,25
7077,410717D,2023/03/06 11:51:00+00,300 SALINA ST S,NO STANDING ANY TIME CO15-316 (A)14,Second Notice,Monday,11,43.048561,-76.152329,1,25
7078,410718D,2023/03/06 11:53:00+00,300 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,Monday,11,43.048561,-76.152329,1,25
7079,410805D,2023/03/07 15:52:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Tuesday,15,43.051303,-76.191303,1,60
7080,410807D,2023/03/07 15:56:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,15,43.051303,-76.191303,1,60
7081,410809D,2023/03/08 19:32:00+00,700 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,19,43.0379742,-76.1248662,1,60
7082,410696D,2023/03/06 10:05:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,10,43.018403,-76.133353,1,60
7083,382321D,2023/02/26 00:06:00+00,300 JEFFERSON ST W,PRKD 12 IN FROM CURB/ALL CO15-301,Second Notice,Sunday,0,43.04755,-76.155721,1,25
7084,410698D,2023/03/06 10:07:00+00,100 REMINGTON AVE,LEFT WHEELS TO CURB/ALL CO15-301,Second Notice,Monday,10,43.018403,-76.133353,1,25
7085,410699D,2023/03/06 10:07:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,10,43.018403,-76.133353,1,60
7086,408681D,2023/03/06 20:17:00+00,100 REDFIELD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,20,43.037424,-76.123079,1,60
7087,408683D,2023/03/06 20:27:00+00,100 REDFIELD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,20,43.037424,-76.123079,1,60
7088,408682D,2023/03/06 20:18:00+00,100 REDFIELD PL,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,20,43.037424,-76.123079,1,25
7089,410810D,2023/03/08 19:34:00+00,800 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,19,43.036408,-76.124493,1,60
7090,408684D,2023/03/06 14:02:00+00,100 REDFIELD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,14,43.037424,-76.123079,1,60
7091,410811D,2023/03/08 19:38:00+00,900 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,19,43.0340951,-76.1243649,1,60
7092,410813D,2023/03/08 19:44:00+00,900 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,19,43.0341179,-76.12323248867946,1,60
7093,410814D,2023/03/08 19:46:00+00,900 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,19,43.0341179,-76.12323248867946,1,60
7094,408995D,2023/03/05 19:15:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,19,43.046165,-76.130835,1,60
7095,408994D,2023/03/05 19:10:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,19,43.045219,-76.131977,1,60
7096,408996D,2023/03/05 19:15:00+00,100 COMSTOCK AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Sunday,19,43.046165,-76.130835,1,25
7097,408997D,2023/03/05 19:23:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,19,43.0451487,-76.130829,1,60
7098,408998D,2023/03/05 19:24:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,19,43.0451487,-76.130829,1,60
7099,409000,2023/03/05 19:27:00+00,100 COMSTOCK AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Void Approved,Sunday,19,43.046165,-76.130835,1,0
7100,410721D,2023/03/05 19:33:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,19,43.046165,-76.130835,1,60
7101,410823D,2023/03/08 20:17:00+00,300 ROOSEVELT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Wednesday,20,43.0334904,-76.1176299,1,25
7102,410722D,2023/03/05 19:37:00+00,100 OSTROM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,19,43.046092599999994,-76.12928172643004,1,60
7103,410822D,2023/03/08 20:17:00+00,300 ROOSEVELT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,20,43.0334904,-76.1176299,1,60
7104,410821D,2023/03/08 20:14:00+00,300 ROOSEVELT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,20,43.0334904,-76.1176299,1,60
7105,410723D,2023/03/05 19:38:00+00,500 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,19,43.0465308,-76.1323599,1,60
7106,410725D,2023/03/05 19:50:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,19,43.045179,-76.132259,1,60
7107,410727D,2023/03/05 19:53:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,19,43.045179,-76.132259,1,60
7108,410730D,2023/03/05 20:10:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,20,43.04245675,-76.1331655,1,60
7109,410731D,2023/03/05 20:10:00+00,300 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,20,43.0414205,-76.13319862251035,1,60
7110,410732D,2023/03/05 20:15:00+00,300 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,20,43.0414205,-76.13319862251035,1,60
7111,410734D,2023/03/05 20:21:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,20,43.041035,-76.1324993,1,60
7112,410733D,2023/03/05 20:15:00+00,300 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,20,43.0414205,-76.13319862251035,1,60
7113,384828D,2023/03/08 20:26:00+00,200 TENNYSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,20,43.047339,-76.181346,1,60
7114,408879D,2023/03/08 06:30:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,6,43.048555,-76.15158,1,25
7115,408880D,2023/03/08 06:30:00+00,200 BANK ALLEY,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Paid In Full,Wednesday,6,43.048555,-76.15158,1,60
7116,410735D,2023/03/05 20:21:00+00,900 WALNUT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,Sunday,20,43.041035,-76.1324993,1,100
7117,411921D,2023/03/08 06:30:00+00,200 BANK ALLEY,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Wednesday,6,43.048555,-76.15158,1,60
7118,411922D,2023/03/08 06:35:00+00,200 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Wednesday,6,43.048555,-76.15158,1,60
7119,411923D,2023/03/08 06:35:00+00,200 BANK ALLEY,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Paid In Full,Wednesday,6,43.048555,-76.15158,1,60
7120,410022D,2023/03/08 23:45:00+00,100 BELLE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,23,43.0116948,-76.1425998,1,60
7121,410736D,2023/03/05 20:31:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,20,43.041035,-76.1324993,1,60
7122,411924D,2023/03/08 06:35:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,6,43.048555,-76.15158,1,25
7123,410737D,2023/03/05 20:31:00+00,900 WALNUT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Sunday,20,43.041035,-76.1324993,1,25
7124,410023D,2023/03/08 23:46:00+00,100 BELLE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Wednesday,23,43.0116948,-76.1425998,1,60
7125,410738D,2023/03/05 20:36:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,20,43.037905,-76.127188,1,60
7126,410024D,2023/03/08 23:48:00+00,100 BELLE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,23,43.0116948,-76.1425998,1,60
7127,410025D,2023/03/08 23:50:00+00,100 BELLE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,23,43.0116948,-76.1425998,1,60
7128,410739D,2023/03/05 20:41:00+00,800 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Sunday,20,43.036339,-76.125755,1,60
7129,410740D,2023/03/05 20:41:00+00,800 SUMNER AVE,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Sunday,20,43.036339,-76.125755,1,25
7130,408685D,2023/03/06 14:03:00+00,100 REDFIELD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,14,43.037424,-76.123079,1,60
7131,408686D,2023/03/06 20:27:00+00,100 REDFIELD PL,PRKD 12 IN FROM CURB/ALL CO15-301,Second Notice,Monday,20,43.037424,-76.123079,1,25
7132,408687D,2023/03/06 14:03:00+00,800 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,14,43.036473,-76.123268,1,60
